candidate_rank,score_percentile,kaggle_record_id,pursue_record_id,kaggle_date,pursue_date,pursue_date_precision,pursue_date_hint_start,pursue_date_hint_end,kaggle_location,pursue_location,kaggle_text,pursue_text,pursue_text_kind,pursue_document_release,pursue_pdf_date_evidence,pursue_pdf_location_evidence,kaggle_source_file_or_link,pursue_source_file_or_link,pursue_extracted_text_path,transformer_similarity,lexical_text_similarity,tfidf_text_similarity,text_similarity,location_similarity,date_similarity,domain_entity_similarity,ner_similarity,entity_similarity,final_score,match_explanation,automated_rank_band,automated_rank_notes,manual_label,manual_notes
235,0.5311,73100,document::release_3::DoW-UAP-D080_Narrative-2_Western-US-Event.pdf,2001-09-11,,none,1900.0,2026.0,"bolingbrook, il, us [41.6986, -88.0683]",,At around 19:30 Central time I spotted 2 flashing lights traveling South to North side by side. Within a few minutes of observation the,"1845 hours, I observed two circular orb-like lights appearing to be headlights of a vehicle to the south approximately five to seven miles away. The headlights sat still in the valley while we sat and continued to observe the area. At approximately 1900 hours, I observed a row of red lights appearing to hover approximately 15 degrees above the southern horizon (I do not recall how the lights entered the area). The lights were consistent with the glow of a taillight and appeared to be arranged in a triangular formation or attached to unobservable vehicle of some sort; they appeared to cover the area of a football field, hovering over a significant portion of the horizon. The object floated with an impossible, eerie stillness. At that same time, I observed the vehicle to the south of our location flash its lights toward us; the flashing appeared to be consistent with a white pulse.",standalone_extracted_document,release_3,2026; 2023; 1900; 1930; 1915; 2000,several united states; u.s,/home/roee/Desktop/nlp_data_ass5/data/raw/ufo/kaggle_ufo.csv,data/manual_extracted/release_03_documents/DoW-UAP-D080_Narrative-2_Western-US-Event.pdf,data/manual_text/release_03_documents/DoW-UAP-D080_Narrative-2_Western-US-Event.pdf.txt,0.7325,0.0637,0.0576,0.7325,,0.2,0.0,0.0588,0.0324,0.4149,"used transformer_text, lexical_text, tfidf_text, date, entity; location ignored because PURSUE location is missing or non-terrestrial",probably not same event,uses extracted official document text; score percentile 0.531; lower-ranked candidate relative to exported matches; date support is weak; official location was not usable,,
236,0.5291,20007,document::release_2::CIA-UAP-D001_Intelligence_Information_Report_USSR_1973.pdf,2003-12-23,,none,1973.0,2026.0,"inyokern, ca, us [35.6469, -117.8117]",,While driving west on I178 at approx. 10:50pm&#44 My wife and i observed a green glowing circular object appear in the clear night sky&#44 th,"1973, Source observed an e e NF I BBNT I Ab C O !i F l B f. I< 'f I A t/WARNING NOTICE - SENS IT IVE INTELLl GENCE SOURCES AND METHODS INVOLVED FIRK-311/0lb38--7 unidentified phenomenon at Site 7. While watching a sport com­ petition between Canada and·the.U::iSR on television, he stepped outside for some air and observed an.unidentified sharp (bright) green circular object or ~a~s in the sky. The object was situated \>.·est of the site at an angle· of sighting of approximately 70 degrees. The altitude of the object was undeter~inable. (Field Comment; Although there were no clouds in the sky that even1n 6 , Source believed that the green mass would have been hiiher than cloud level. Source could not estimate the diameter of the object.) Within 10 to 15 seconds of observ~tion, the green circle widened and w'ith'in a brief period of time several ireen concentric circles formed around the …",standalone_extracted_document,release_2,2026; 1973,"kcpon \\'alll',;j:-;c; a; acq germany; canada; recordad; ussr",/home/roee/Desktop/nlp_data_ass5/data/raw/ufo/kaggle_ufo.csv,data/manual_extracted/release_02_document_bundle/release_02_document_bundle/CIA-UAP-D001_Intelligence_Information_Report_USSR_1973.pdf,data/manual_text/release_02_document_bundle/release_02_document_bundle/CIA-UAP-D001_Intelligence_Information_Report_USSR_1973.pdf.txt,0.714,0.0647,0.0746,0.714,,0.2,0.1667,0.0,0.075,0.4147,"used transformer_text, lexical_text, tfidf_text, date, entity; location ignored because PURSUE location is missing or non-terrestrial",probably not same event,uses extracted official document text; score percentile 0.529; lower-ranked candidate relative to exported matches; date support is weak; official location was not usable,,
237,0.5271,62691,document::release_3::DoW-UAP-D080_Narrative-2_Western-US-Event.pdf,2013-07-04,,none,1900.0,2026.0,"sinking spring, pa, us [40.3272, -76.0114]",,My family and I were standing in our backyard when a strange reddish orange light appeared over the horizon. It traveled much faster th,"mountain ranges, the row of red lights remained in place, appearing to still hover above the southern horizon. At approximately 1915 hours, one of the vehicles appeared to move north toward our location. We decided to drive toward the objects. One set of lights turned off but the other remained in view. We drove with our headlights off only utilizing night vision equipment; at one point reaching approximately 70 miles per hour. At some point while driving toward it, the headlights morphed into one bright white/orange orb-like light with a halo-like glow. Around two or three miles north of the original highway we exited from, we appeared to be gaining on the object; at approximately 50 yards away we thought were going to encounter it. The object then accelerated instantly to the south, traveling at least one mile south in less than a minute across the rugged terrain.",standalone_extracted_document,release_3,2026; 2023; 1900; 1930; 1915; 2000,several united states; u.s,/home/roee/Desktop/nlp_data_ass5/data/raw/ufo/kaggle_ufo.csv,data/manual_extracted/release_03_documents/DoW-UAP-D080_Narrative-2_Western-US-Event.pdf,data/manual_text/release_03_documents/DoW-UAP-D080_Narrative-2_Western-US-Event.pdf.txt,0.7164,0.0443,0.0326,0.7164,,0.2,0.1429,0.0667,0.101,0.4145,"used transformer_text, lexical_text, tfidf_text, date, entity; location ignored because PURSUE location is missing or non-terrestrial",probably not same event,uses extracted official document text; score percentile 0.527; lower-ranked candidate relative to exported matches; date support is weak; official location was not usable,,
238,0.5251,11296,document::release_3::DoW-UAP-D082_Narrative-4_Western-US-Event.pdf,2012-01-01,,none,2023.0,2026.0,"ponte vedra beach, fl, us [30.2394, -81.3858]",,Orange lights traveling in sequence/formation as never seen before.,"The colors of the light went from amber to orange, slightly yellow and white in that order. No other lights were seen, nor did I hear any mechanical buzzing or anything like an aircraft at this time and kept driving. After about 10 minutes I saw with my naked eye multiple singulai· bright orange lights/orbs of vai·ious brightness, size and distance. Using my night vision goggles (NVGs) I saw the saine lights in addition to multiple other lights. Some of the lights seen with NVG's were organized in a line of three, evenly spaced and at various altitudes, horizontally just above the skyline. Most of the lights were only visible for approx. 1-2 seconds before disappeai·ing. Later, I observed multiple singulai· ve1y bright orange lights that appeai·ed to shoot out smaller orange lights as if being hatched from the lai·ger ve1y bright orange light. The hatching occmTed multiple times, I lost …",standalone_extracted_document,release_3,2026; 2023,several united states; u.s,/home/roee/Desktop/nlp_data_ass5/data/raw/ufo/kaggle_ufo.csv,data/manual_extracted/release_03_documents/DoW-UAP-D082_Narrative-4_Western-US-Event.pdf,data/manual_text/release_03_documents/DoW-UAP-D082_Narrative-4_Western-US-Event.pdf.txt,0.7721,0.0395,0.174,0.7721,,0.0,0.0909,0.0,0.0409,0.4144,"used transformer_text, lexical_text, tfidf_text, date, entity; location ignored because PURSUE location is missing or non-terrestrial",probably not same event,uses extracted official document text; score percentile 0.525; lower-ranked candidate relative to exported matches; date support is weak; official location was not usable,,
239,0.523,39268,document::release_3::DoW-UAP-D081_Narrative-3_Western-US-Event.pdf,2013-04-26,,none,1900.0,2030.0,"prattville, al, us [32.4639, -86.4597]",,Bright reddish-orange orbs travel NW in triangle formation&#44 followed by other orbs.,"colored cycle. When it was orange, the outline was well defined, but when it was clear, it did not seem to disappeai· as I vaguely recall still being able to see an outline of the orb although it was cleai·. ill ten ns of speed, I'd estimate the orb moved approximately 20 degrees in the sky in about three to five seconds. When the orb was at approximately 45 degrees (halfway between the horizon and directly overhead), it expelled three smaller red orbs. The expulsion appeared to be mechanical. The red orbs then moved to the south in a straight line spaced about one second apart, also at 45 degrees (from directly overhead to the horizon) until I could no longer see them . I did not pay attention to what the orange orb was doing after it released the red orbs. However, I don 't recall seeing it any longer.",standalone_extracted_document,release_3,2026; 2023; 1900; 2000; 2030,several united states; u.s,/home/roee/Desktop/nlp_data_ass5/data/raw/ufo/kaggle_ufo.csv,data/manual_extracted/release_03_documents/DoW-UAP-D081_Narrative-3_Western-US-Event.pdf,data/manual_text/release_03_documents/DoW-UAP-D081_Narrative-3_Western-US-Event.pdf.txt,0.7223,0.0303,0.0658,0.7223,,0.2,0.1429,0.0,0.0643,0.4142,"used transformer_text, lexical_text, tfidf_text, date, entity; location ignored because PURSUE location is missing or non-terrestrial",probably not same event,uses extracted official document text; score percentile 0.523; lower-ranked candidate relative to exported matches; date support is weak; official location was not usable,,
240,0.521,47820,65_HS1-834228961_62-HQ-83894_Section_10,2003-06-01,,none,1947.0,1968.0,"cullman, al, us [34.1747, -86.8436]",,UFO Sighting?,"would not reveal our origin in any way. Va i Luce (Go in Light)."" Kalen-Li Retan 3 UFO SIGHTED BY LEWISTON PEOPL~ An unidentified. flying objeci 11) i!~:l:t~ ~a't:!aJy n~h!J:t persons. Lewiston POllce Hid Patricia LaDdry of 35 Tarr Ave. spotted 118th YEAR OF PUBLIC-ATION LONDON, ONTARIO, TUESDAY, MARCH 29, 1966-36 PAGES the UFO at about 9:17 ,p.m. above her home. * * ACC<lnling to police. Landry woman and 11even other the per,ons Sl>Otted the object which was described a, bri,cht blue Tracked by Radar aDd guy ill color, oval in shape. It was slid ttie UFO hovered for a few seconds and then ""took off"" at a hjgh rate Of ape~ ,in an easterly dlrecUon. UFOs Sighted Over Wide Section of District An unlde nUfled !lylnc ob,.. Woodstock. The mylteriou1 aome were tra.velllnf al.owly jet planes carryinJ the usual ls tar more advanced than Ontario alchUnp came from . Thorndale, a mother and her …",extracted_document_text,release_1,1966; 4-30-65; 1959; 2004; 1961; 1929; 1950; 1964; 1965; 1939; 1954; 1968,the statler-hilton; calif; los angeles; new hampshire 03045; reno; vandenberg; washington; georgia; moon,/home/roee/Desktop/nlp_data_ass5/data/raw/ufo/kaggle_ufo.csv,https://www.war.gov/medialink/ufo/release_1/65_hs1-834228961_62-hq-83894_section_10.pdf,data/manual_text/Release_1/Release_1/65_HS1-834228961_62-HQ-83894_Section_10.pdf.txt,0.7369,0.0061,0.0684,0.7369,,0.2,0.0,0.0476,0.0262,0.4141,"used transformer_text, lexical_text, tfidf_text, date, entity; location ignored because PURSUE location is missing or non-terrestrial",probably not same event,uses extracted official document text; score percentile 0.521; lower-ranked candidate relative to exported matches; date support is weak; official location was not usable,,
241,0.519,1939,document::release_3::USG-UAP-D001_Congress-WhiteHouse-UFO-Correspondence_1998.pdf,1997-10-15,,none,1965.0,2051.0,"bladen, ne, us [40.3222, -98.5944]",,ufos on the moon????,"the TV images and direction. Next, they suggested that ln lunar orbit. new (or perhaps the heard the voices of the crewmen the lights could have been pieces of same) UFOs dogged the spacemen. wondering what the objects could be. the Lunar Module ""garage'', called During the descent to the lunar They were obviously unidentified, ""SLA Panels"", which are quite lar ge surface, millions of television watchers they were flying in space, and they and highly reflect ive. Conrad, so the on Earth saw bright objects crossing were objects of some sort. Hence, they UFO story goes, remarke d that this the field o f view of the Apollo TV were UFOs. was unlikely since one of them had cameras. Simila.r objects were seen The ""Fawcett List"" of space UFOs suddenly taken off at a high velocity, during the launch from the moon and says that the astronauts ""said a UFO .",standalone_extracted_document,release_3,05/18/1998; 05/26/1998; 06/24/1998; 06/18/1998; 1998; 08/03/1998; 08/31/1998; 09/04/1998; 09/10/1998; 08/22/1998; 2051; 1976; 1968; 1965; 1969; 1966,c; earth; mars; roswell; nellis; groom lake; washington; moon,/home/roee/Desktop/nlp_data_ass5/data/raw/ufo/kaggle_ufo.csv,data/manual_extracted/release_03_documents/USG-UAP-D001_Congress-WhiteHouse-UFO-Correspondence_1998.pdf,data/manual_text/release_03_documents/USG-UAP-D001_Congress-WhiteHouse-UFO-Correspondence_1998.pdf.txt,0.7348,0.0247,0.1064,0.7348,,0.2,0.0,0.0,0.0,0.4139,"used transformer_text, lexical_text, tfidf_text, date, entity; location ignored because PURSUE location is missing or non-terrestrial",probably not same event,uses extracted official document text; score percentile 0.519; lower-ranked candidate relative to exported matches; date support is weak; official location was not usable,,
242,0.517,54688,document::release_3::DoW-UAP-D080_Narrative-2_Western-US-Event.pdf,2001-07-10,,none,1900.0,2026.0,"springville, ca, us [36.1303, -118.8172]",,Two very very bright lights were seen going across the sky one directly above the other. They were traveling north to south and one was,"of the horizon. The object floated with an impossible, eerie stillness. At that same time, I observed the vehicle to the south of our location flash its lights toward us; the flashing appeared to be consistent with a white pulse. Soon after, what appeared to be headlights of a second vehicle approximately one mile east of the first vehicle, still approximately five to seven miles from our location. The second vehicle flashed their lights in the same manner as the first vehicle. The two vehicles appeared to hover within, approximately, a six-mile by six-mile box between the southern tips mountains ranges surrounding the valley. While the two vehicles moved in between the mountain ranges, the row of red lights remained in place, appearing to still hover above the southern horizon. At approximately 1915 hours, one of the vehicles appeared to move north toward our location. We decided to …",standalone_extracted_document,release_3,2026; 2023; 1900; 1930; 1915; 2000,several united states; u.s,/home/roee/Desktop/nlp_data_ass5/data/raw/ufo/kaggle_ufo.csv,data/manual_extracted/release_03_documents/DoW-UAP-D080_Narrative-2_Western-US-Event.pdf,data/manual_text/release_03_documents/DoW-UAP-D080_Narrative-2_Western-US-Event.pdf.txt,0.7303,0.0622,0.052,0.7303,,0.2,0.0,0.0667,0.0367,0.4138,"used transformer_text, lexical_text, tfidf_text, date, entity; location ignored because PURSUE location is missing or non-terrestrial",probably not same event,uses extracted official document text; score percentile 0.517; lower-ranked candidate relative to exported matches; date support is weak; official location was not usable,,
243,0.515,34133,255_413270_UFO's_and_Defense_What_Should_we_Prepare_For,1998-03-30,,none,1999.0,1999.0,"mountain view, ca, us [37.3861, -122.0828]",,This is just a short note regarding any sightings that you may receive for the above mentioned &quot;UFO&quot;. The sighting may have been seen,"later, it seemed useful to us to take stock 1. once again of the knowledge regarding these sightings, which are becoming of greater and greater interest to a large public that is often convinced of the extraterrestrial origin of UFOs. Just look at the number offilms or television broadcasts on this subject. For the sake ofconvenience with respect to language, we will use the term UFO I (Unidentified Flying Object) generally1 instead of the more scientific term UAP (Unidentified Aerospace Phenomenon). Without a doubt, the phenomenon remains and the number of sightings, which are I completely unexplained despite the abundance and quality of data, is growing throughout the world. On the ground, some sightings, like the Trans-en-Provence sighting in 1981, I have been the subject of in-depth studies proving that something did in fact land on the ground and parked there.",extracted_document_text,release_1,2001; 1999; 1971; 1994; 1976; 1981; 1977; 2000; 1956; 1969; 1968; 1957; 1997,broadway; france; ventura; mars; roswell; groom lake; washington; georgia; syria; moon,/home/roee/Desktop/nlp_data_ass5/data/raw/ufo/kaggle_ufo.csv,https://www.war.gov/medialink/ufo/release_1/255_413270_ufo's_and_defense_what_should_we_prepare_for.pdf,data/manual_text/Release_1/Release_1/255_413270_UFO's_and_Defense_What_Should_we_Prepare_For.pdf.txt,0.7202,0.0569,0.0503,0.7202,,0.2,0.0,0.125,0.0688,0.4137,"used transformer_text, lexical_text, tfidf_text, date, entity; location ignored because PURSUE location is missing or non-terrestrial",probably not same event,uses extracted official document text; score percentile 0.515; lower-ranked candidate relative to exported matches; date support is weak; official location was not usable,,
244,0.513,73533,255_413270_UFO's_and_Defense_What_Should_we_Prepare_For,2001-09-01,,none,1999.0,1999.0,"winter springs, fl, us [28.6986, -81.3083]",,Triangle UFO followed by Military Jets,"(""Workers' Tribune"") on April 19, I 1990, entitled ""UFOs on Air Defense Radars"" (cf the book by Marie Galbraith referenced in Chapter 9. 1). The article mentions the dispatch ofcombat aircraft on a mission to intercept the UFOs ,I detected. General Maltsev, who summarized over one hundred visual sightings coHected by unit commanders, stated: ""I am not a specialist in UFOs, and therefore I can only correlate the data and express mv own I supposition. According to the evidence o[these eyewitnesses, the UFO is a disk with a diameter from JOO to 200 meters /320 to 650 (eets/. Two pulsating lights were positioned on its sides... Moreover, the object rotated around its axis and performed an 'S-turn' flight both in the vertical and horitontal ·1 planes. Next the UFO hovered above the ground and then flew with a speed exceeding that ofthe modern iet fighter bv two or three times ..",extracted_document_text,release_1,2001; 1999; 1971; 1994; 1976; 1981; 1977; 2000; 1956; 1969; 1968; 1957; 1997,broadway; france; ventura; mars; roswell; groom lake; washington; georgia; syria; moon,/home/roee/Desktop/nlp_data_ass5/data/raw/ufo/kaggle_ufo.csv,https://www.war.gov/medialink/ufo/release_1/255_413270_ufo's_and_defense_what_should_we_prepare_for.pdf,data/manual_text/Release_1/Release_1/255_413270_UFO's_and_Defense_What_Should_we_Prepare_For.pdf.txt,0.7082,0.02,0.0265,0.7082,,0.2,0.2,0.0769,0.1323,0.4136,"used transformer_text, lexical_text, tfidf_text, date, entity; location ignored because PURSUE location is missing or non-terrestrial",probably not same event,uses extracted official document text; score percentile 0.513; lower-ranked candidate relative to exported matches; date support is weak; official location was not usable,,
245,0.511,4373,document::release_3::DOW-UAP-D077_Unresolved-Case-Analysis-Update_Western-United-States-Event.pdf,2012-10-24,,none,2023.0,2026.0,"pittsburgh, pa, us [40.4406, -79.9961]",,Second sighting of orange orbs with green/blue lights since June 2012.,"remains unresolved. 2. Incident Summary.1 Over a period of two days in October 2023, six federal law enforcement special agents reported observing “orbs launching other orbs,” near a sensitive national security site in the western United States at approximately dusk. Each team of two agents reported observing phenomena with similar morphological features and performance characteristics from multiple viewing angles. The phenomena’s most distinctive reported feature was the repeating nature of their pattern of behavior, in which a luminous orange “mother orb” appeared to produce smaller red “orbs,” one after another, multiple times over a period of several hours. Reporters described the orange “mother orbs” as appearing for one to two seconds, releasing a cluster of two to four red “orbs,” and subsequently disappearing. The reporters characterized the behavior of the red “orbs” as …",standalone_extracted_document,release_3,2026; 2023,automatic; u.s; washington,/home/roee/Desktop/nlp_data_ass5/data/raw/ufo/kaggle_ufo.csv,data/manual_extracted/release_03_documents/DOW-UAP-D077_Unresolved-Case-Analysis-Update_Western-United-States-Event.pdf,data/manual_text/release_03_documents/DOW-UAP-D077_Unresolved-Case-Analysis-Update_Western-United-States-Event.pdf.txt,0.7532,0.0277,0.0649,0.7532,,0.0,0.2222,0.125,0.1688,0.4135,"used transformer_text, lexical_text, tfidf_text, date, entity; location ignored because PURSUE location is missing or non-terrestrial",probably not same event,uses extracted official document text; score percentile 0.511; lower-ranked candidate relative to exported matches; date support is weak; official location was not usable,,
